SearchEngine	Keyword	Title	Text	MediaName	MediaTypeName	MediaRegionName	Url	PubDate	Forward	Reply	View	AuthorName	Source	AuthorCertificated	Sex	Region	Descript	Caption	Company	Education	Fans	Follows	Comments	Product	ItemID
新浪微博搜索	@大众中国 4S	我要投诉长春吉刚4S店:先在电脑上查到配件有货,等把车上了架子拆开,发现库房里没件。我白白等了两个多小时。出了问题,店里各部门都认为不是自己的责任,推诿扯皮,就是没人承认错误。管理混乱,店大欺客啊。有没有谁能管管它了?@长春饭店小奶油 @开封府第一大跟班 @新闻晨报 @大众中国 @一汽-大众		新浪微博	Weibo	Unknown	http://weibo.com/1425490171/B0veUb3sj	2014-4-19 22:41:00	-1	1	-1	雍和宫-胤禛	360安全浏览器	NoneCertificated							0	0	0		b5331fcc1769af4af9df687ed3f06416
新浪微博搜索	@大众中国 4S	13年4月在宁夏润众购大众高尔夫6一辆,根据当时政策,此车应享有节能补贴。13年底到4S询问何时可以兑现,回复为“我们不管!”经一汽大众投诉后4S主动沟通并承诺尽快兑现,但现在车辆已购置一年整,依然了无音讯,求说法!@大众中国 @CCTV315 @汽车之家 @一汽-大众奥迪 @央视新闻		新浪微博	Weibo	Unknown	http://weibo.com/2387221147/B0jppnDkj	2014-4-18 16:34:00	-1	1	-1	迷幻玩偶	iPhone客户端	NoneCertificated							0	0	0		1d3c473782f009938479d347dfdfae7c
新浪微博搜索	@大众中国 4S	“汽车经销行业里都知道,奥迪4S店是含金量最高的。2010年基本上是当年盈利,即使这两年竞争很激烈,开店两年以上的肯定都盈利。”北京一位汽车经销商说,“不是有钱就能开的,你的关系得足够有撼动力,甚至据说大众中国和奥迪中国的高层都插不上手。”		新浪微博	Weibo	Unknown	http://weibo.com/2616595877/ADgHRjRdL	2014-3-29 22:39:00	0	0	0	木木钨丝	微博手机版	NoneCertificated							0	0	0		5b0b242f26db515f4e1300e7be4d7ee1
新浪微博搜索	@大众中国 4S	进口大众的实际成交价从来都和指导价半毛钱关系都没有,影响成交价的因素主要是4S店的黑心程度和消费者的砍价能力,和大众中国关系不大。冒天下之大不韪涨了指导价,实际成交价却并不会受太大影响,反而会吓走一部分对进口大众感兴趣的人,真不愧是神策略		新浪微博	Weibo	Unknown	http://weibo.com/3214236040/ACFhaC6gJ	2014-3-25 23:22:00	2	15	-1	--二师兄	微博 weibo.com	NoneCertificated							0	0	0		3820302ed47119f7388bbbd63d6c5574
新浪微博搜索	@大众中国 4S	大众进口经销商的愤怒 苏伟铭渠道变革遇考经济观察网 -中国汽车流通协会在给大众中国的致函中,也表明了解决问题的态度,建议分为两方面,一是,仍在现有的大众进口车投资人体系中建立新的4S店;二是,大众进口车经销商也可以销售合资公司的车型。 http://t.cn/8sqOmDF		新浪微博	Weibo	Unknown	http://weibo.com/2020301277/ACkTHlD5G	2014-3-23 19:29:00	0	0	0	Passion杨	JiaThis分享按钮	NoneCertificated							0	0	0		86f4edbec1f80a795cee9ef4c5d76965
新浪微博搜索	@大众中国 4S	我的DSG变速箱在第二次召回之后,变出现40公里以下时速滑行形式,再重新踩油门,便出现强烈的顿挫感,在第三次召回更换变速箱油之后依然如此,同时在冷车启动后,热车不超过3分钟,起步1档至2档变会出现抖动,经4S电脑检测无任何错误代码,请支撑@大众中国		新浪微博	Weibo	Unknown	http://weibo.com/1663208963/ABKwuiOyd	2014-3-19 22:53:00	1	-1	-1	飞翔翔子	微博 weibo.com	NoneCertificated							0	0	0		6ab7dc36192bb2ffe3736f5c338de949
新浪微博搜索	@大众中国 4S	接到@大众中国 发给我的DSG召回通知书,年前把车开到海淀华昌4S店去更换机电单元,当时说机电单元有现货,已经更换好了,我就开走了。今天又接到电话,说抱歉,我们没有给您更换机电单元。这是忽悠我们么?太不负责任了吧?@思饭辙		新浪微博	Weibo	Unknown	http://weibo.com/1671939074/AALhq67CX	2014-3-13 10:58:00	15	6	-1	bottletree	搜狗高速浏览器	NoneCertificated							0	0	0		61e1d08500e0916047ec0f13c3e23c1a
新浪微博搜索	@大众中国 4S	一汽大众4S所售发动机润滑油,同一个备件号由多个OEM供应商供货,你们怎么保证做保养时混用没有问题呢?@大众汽车 @大众中国 我在:|翔纬路		新浪微博	Weibo	Unknown	http://weibo.com/1913880845/AAwqA417D	2014-3-11 21:10:00	1	-1	-1	摇滚70后	三星Galaxy SIII	NoneCertificated							0	0	0		c664750b68f9e2931965755c09121a74
新浪微博搜索	@大众中国 4S	以前有的同事、经销商、如@保时捷 @捷豹路虎中国 @大众中国 等厂家,以为洪星 真有实力能开多家豪华品牌店。其实很多同事、朋友、及@华晨汽车 @宝马中国 的老员工等,可能都知道:洪星如果不充分发挥其律师的特长,仅凭其个人实力,一家店也是开不出的。再问@洪星 你在浙江、广东、内蒙真有4S店吗?		新浪微博	Weibo	Unknown	http://weibo.com/3956789879/AAmzorEnM	2014-3-10 20:04:00	58	25	-1	董办主任	微博 weibo.com	NoneCertificated							0	0	0		525e14bcc6403d3c270065c325b53b6d
新浪微博搜索	@大众中国 4S	#大众1.4t烧机油#我的一汽大众速腾1.4t自豪2800就没机油了,算不算烧机油?该怎么理赔??@一汽-大众 @大众中国 @大众汽车 @一汽-大众南阳众业4S店 我在:|工业路		新浪微博	Weibo	Unknown	http://weibo.com/1984731704/Azxvq7qUc	2014-3-5 10:04:00	-1	1	-1	玉雄世家工艺品	魅族 MX	NoneCertificated							0	0	0		09c8e835d618bc52924d418aefd88e56
新浪微博搜索	@大众中国 4S	提车不到一周,行驶不到300km,仪表盘就提示变速器故障,然后一直锁死在2档位上,所幸不是在高速公路上。向本地4s店更换车辆的要求,但是收到的答复是要求维修车辆。实在接受不了,只能更换车辆,达成不了一致,望解决!@大众中国 @大众汽车 @一汽-大众高尔夫 |IMG3429		新浪微博	Weibo	Unknown	http://weibo.com/1781436393/AzonCtTuW	2014-3-4 10:50:00	9	15	-1	支吾西运	新浪视频	NoneCertificated							0	0	0		5f8d310fe49bd52b615a2586bc3b3594
新浪微博搜索	@大众中国 4S	昨天从4s店提来的大众迈腾1.8T豪华型的车竟然是事故车,因昨天下大雨没仔细检查,今天下午才发现左边的引擎盖与叶子板高低不平,左边驾驶室门和后座左门的螺帽有明显被动过的痕迹且两个门都是另外喷漆过的。此举不知是4s店还是大众公司的欺诈行为@一汽-大众迈腾 @CCTV315 @经济之声天天315 @大众中国		新浪微博	Weibo	Unknown	http://weibo.com/2664989683/Aza4Zf47T	2014-3-2 22:26:00	13	1	-1	LJX枫叶飘泪	iPad客户端	NoneCertificated							0	0	0		056b7b3d865b31017e808ee0a676b3a4
新浪微博搜索	@大众中国 4S	@大众中国 请问一辆2013款甲壳虫正常保养价格是多少?2890! 4S和我的员工说我车超过保养公里很多东西要更换,避免安全隐患,请问我不花428元除菌是否会毒死在车内?我到现在还没看明白单子,因为我实在不认识那些字,麻烦求解释		新浪微博	Weibo	Unknown	http://weibo.com/1631915054/AyZU9jZWh	2014-3-1 20:32:00	7	64	-1	苍-蝇	iPhone 5s	Personal							0	0	0		e6a81bf65c0f42cc237c6f943172c79e
新浪微博搜索	@大众中国 4S	小小的一个渗机油,从2012修到2014,钱也付了,修也修不好,现在直接滴机油,闹心烦,什么技术什么以客为本,不是不支持4S,这是让人失去对这个牌子的信心,老车主看来很多都有换品牌的意向吧。@大众中国 我在:|礑岭街		新浪微博	Weibo	Unknown	http://weibo.com/1696799484/AxhuA0GD1	2014-2-18 13:37:00	-1	5	-1	袁骗子	摩托罗拉智能手机	NoneCertificated							0	0	0		aab8e5e166b22f32e9bae2d97b7425da
新浪微博搜索	@大众中国 4S	陪家人逛了几家汽车4S店~雷克萨斯、BMW、陆虎、上海大众~唯独@云南德众 不太友善~即便是我们买不起,您也对我们客气一点嘛~我刚停好车~不止接待的人没有,还被鄙夷的质问你们到底知不知道我们卖的是进口车?@大众中国 @大众进口汽车 你们有么?我把房子卖了来买一辆~		新浪微博	Weibo	Unknown	http://weibo.com/1685675334/Ax15q4ICa	2014-2-16 19:51:00	25	28	-1	许小诺外号是小飞侠	iPhone客户端	NoneCertificated							0	0	0		f1da7dad871c58ef97931f148a4ca37b
新浪微博搜索	@大众中国 4S	@大众中国 为什么一个简单的保养,同一配件要出真假两张单,客户签字的单,4s店的人想画掉就画掉?		新浪微博	Weibo	Unknown	http://weibo.com/1907279447/AvV4bzjM5	2014-2-9 14:42:00	0	0	0	归零向上	iPhone客户端	NoneCertificated							0	0	0		3b15d0c661ec176016c5e1797e71751b
新浪微博搜索	@大众中国 4S	DSG召回通告快一年了,4S店似乎已把我遗忘,反复询问多次,今天终于告诉我有货可以过来。跑了半小时的路,车子上架了,零件拆了,然后…然后告诉我要更换的部件没货!要是做移植手术打开肚子却发现没有供体病人会怎么办?@深圳一汽大众安进4S店 @大众中国 @大众汽车		新浪微博	Weibo	Unknown	http://weibo.com/1829870212/ArdyrbV2E	2014-1-9 16:34:00	3	6	-1	小儿外科裴医生	iPad客户端	Personal							0	0	0		f938766784105ad97dd2a277a5a166c6
新浪微博搜索	@大众中国 4S	上午11点大望路开完会 下午3点到亦庄录棚 中间赶场来做保养 买车时候因为大众中国的工作失误导致晚提车一个月 赠送了六次免费保养外加玻璃贴膜 今天听4S店大哥说 别人都只送了两三次保养外加脚垫之类的内饰 就我选的6次保养没要内饰 我觉得我爹当初真英明 小保八百多大保一千多呢 都是人民币哇		新浪微博	Weibo	Unknown	http://weibo.com/1450712964/Ao9Paks4d	2013-12-20 13:33:00	1	-1	-1	-南瓜不说话-	WeicoPro	NoneCertificated							0	0	0		9ece709cfa1c97bbe02b0db60f04493e
新浪微博搜索	@大众中国 4S	今年央视315晚会曝光大众汽车DSG变速器的问题,大众也承诺召回,我这4S店也说分批解决,可是到现在越来越没动静了?@大众中国 @一汽-大众 你们不会不了了之吧?@cctv315 你们能跟踪一下么?		新浪微博	Weibo	Unknown	http://weibo.com/2476745757/AnJElCuJh	2013-12-17 18:55:00	-1	1	-1	卢伟军sir	iPad客户端	Personal							0	0	0		c627f6116c5c5dc78fe1ba971ee36300
新浪微博搜索	@大众中国 4S	@一汽-大众 @大众中国 前段时间公布DSG变速油问题召回,我是09年的速腾1.4TSI,不知道是否在其中,如果在为什么到现在还没有人联系我。我上次电4S店他们说还没收到你们的通知。我想了解一下现在的情况如何?谢谢!		新浪微博	Weibo	Unknown	http://weibo.com/1408997242/AnwFSB648	2013-12-16 9:53:00	0	0	0	HerbertYoung	微博 weibo.com	NoneCertificated							0	0	0		9adb99c24c9c8a9c9ef40db42fbf1794
新浪微博搜索	@大众中国 4S	@大众中国 你们这4s店都什么水平,妈的,车钥匙还能锁车里。真他吗的行。		新浪微博	Weibo	Unknown	http://weibo.com/2482159935/AndVNFeiV	2013-12-14 10:10:00	-1	7	-1	叽哩咕噜噜噜噜	iPhone客户端	NoneCertificated							0	0	0		56f4877be1b9c5dc90189c05c03c526f
新浪微博搜索	@大众中国 4S	最近被4s店给黑了,就欺负我是新人不懂,2500公里的高6,就被叫回4S店换机油,一刀宰了我850元,@一汽-大众广州锦众 我要投诉.@大众中国		新浪微博	Weibo	Unknown	http://weibo.com/1729104635/AmVzcCcpa	2013-12-12 11:25:00	2	2	-1	小萨球球	360安全浏览器	NoneCertificated							0	0	0		951f247c49b75664c331a2b1e779f1cf
新浪微博搜索	@大众中国 4S	车又出故障了,无故推迟提车不说,先是提车一个多星期,行车电脑故障,现在开了段时间发现左右大灯亮度不一致,灯头角度不一致~要求4S店检测,并且换了大灯变压器,晚上再开发现依然有差别,只是!想问问,大众你们到底是怎么回事儿?@大众中国 @一汽-大众高尔夫 我在:|惠通巷		新浪微博	Weibo	Unknown	http://weibo.com/1542691117/AmQex5TnF	2013-12-11 21:51:00	1	2	-1	小轩很疲惫呀	iPhone客户端	Personal							0	0	0		0d59cc587f4b0d7507b3ddf45fdd9a78
新浪微博搜索	@大众中国 4S	伤心!刹车片自带硬点把盘磨出一圈深槽,在4S店得到了质量问题的证实,但因已出质保,只能自费更换对于这种客观上在质保期内无法暴露的质量问题,厂家就可以不负责了?一直很信任大众,这次真是伤了心,为什么消费者要为车自身质量问题买单?摊上了就该自认倒霉?@一汽-大众 @大众汽车 @大众中国		新浪微博	Weibo	Unknown	http://weibo.com/1653903262/AmCeOCdWf	2013-12-10 10:13:00	3	14	-1	天堂猪	Weico.iPhone	NoneCertificated							0	0	0		0e8b3de25548b07ca1df86863c3ba556
新浪微博搜索	@大众中国 4S	上海地区哪家可以预定高尔夫7了?@一汽-大众@一汽-大众高尔夫@一汽-大众GTI@大众中国@大众汽车@大众自创@大众汽车蓝创未来@永达一汽大众张杨4S店@上海嘉安一汽-大众@一汽-大众虹湾4S店@一汽-大众上海慕森4S店@一汽大众上海金旋4S店@永达一汽大众青浦4S店@宝钢汽贸宝乐一汽大众@一汽-大众上海锦腾4s店		新浪微博	Weibo	Unknown	http://weibo.com/1727758767/AmnH0csRz	2013-12-8 21:11:00	-1	5	-1	fancykingdom	微博 weibo.com	NoneCertificated							0	0	0		94ddd73aa6a4818bf93de2853b56edf0
新浪微博搜索	@大众中国 4S	本人购买的高尔夫6,2011.8左右的车,关于2013.11.15看到新闻这个批次的车要召回,当天查询是要被召回的,之后到12月2号,从未接到任何4s店联系电话,结果到了今天再查询,就变成不需要召回?大众是在忽悠全国人民吗?@大众中国 @大众汽车 @一汽-大众 @主持人李晶磊 @DJ何洲 麻烦两位大大关注下此事。		新浪微博	Weibo	Unknown	http://weibo.com/2437038200/AlqXZgSkV	2013-12-2 15:41:00	7	5	-1	小小贝-羽少	360安全浏览器	NoneCertificated							0	0	0		583cc280ec59ff6d1d9273a5e6f519e8
新浪微博搜索	@大众中国 4S	#大众DSG##4S店##大众中国##大众召回# 若您的爱车有质量问题我,请留言或发 Email至:weiquan10000@gmail.com		新浪微博	Weibo	Unknown	http://weibo.com/2476936117/Akq2aq3qb	2013-11-25 23:28:00	0	0	0	认清本质比什么都重要	iPhone客户端	NoneCertificated							0	0	0		1b1eddde543189770c1b3d0a90f809ca
新浪微博搜索	@大众中国 4S	途观车友进站更换保险丝中。根据大众中国此前发布的召回通知,处于召回范围内的上海大众途观和进口大众Tiguan车主今天起可带车前往附近的4S店免费更换保险丝,全程约15分钟,同时还可获赠200元现金抵用券和免费检测服务。 我在#青岛华之杰汽车销售服务有限公司#		新浪微博	Weibo	Unknown	http://weibo.com/2387780393/AkmMZ71Pb	2013-11-25 15:12:00	1	2	-1	青岛途观车友会	WeicoPro	Organization							0	0	0		bb8d6149496bee38bd7219d871b750b2
新浪微博搜索	@大众中国 4S	高尔夫/自由光领衔 12月六款新车将上市车友邦网 @成都启新一汽大众4S店 @四川港宏一汽大众 @一汽-大众 @大众中国 http://t.cn/8k25z29		新浪微博	Weibo	Unknown	http://weibo.com/1415169261/AkmmKa2nh	2013-11-25 14:08:00	-1	1	-1	庄青zhuangqing	JiaThis分享按钮	Personal							0	0	0		bbd0799c6257cfa1f2eaf0016eb2dc93
新浪微博搜索	@大众中国 4S	@大众中国 我的7速DSG在4档抖动厉害!4S居然说都这样的!还说这是胎噪!请问你有听过排风扇一样大声音的胎噪吗?4S不负责希望大众中国能帮我解决!		新浪微博	Weibo	Unknown	http://weibo.com/1577742013/AjMw1gotI	2013-11-21 18:52:00	0	0	0	芯賥潕依	Weico.iPhone	NoneCertificated							0	0	0		bfd7691a23e6dd5e1d72c37e057d2d56
新浪微博搜索	@大众中国 4S	同事购入马自达3、保修期内,被4S店称@长安马自达备品发货物流问题,没货进行更换。同事苦逼地找了所有4S店也无果.投诉也被通知除了等没办法!大家一致推测出保后备品就能到了。看来马自达车还是敬而远之的好!不知道其他咋样@大众中国 @福特中国 @日产中国 @一汽丰田官方微博		新浪微博	Weibo	Unknown	http://weibo.com/1897374897/AiZc3m157	2013-11-16 13:18:00	0	0	0	丢丢Vivizhang	iPhone客户端	NoneCertificated							0	0	0		87746fbb04b4e04001bd2a48df5c8fa4
新浪微博搜索	@大众中国 4S	#大众召回门# 身为汽车业龙头企业,旗下的汽车召回事件频繁发生且一直都是变速器问题,从不在根本上解决问题,且发生问题后不主动联系我们客户,让我们客户像狗一样的一直给你打电话,到底谁他妈是上帝? 4S店有一个算一个,销售人员从来都是爱搭不理的态度.我他妈欠你钱啊@大众中国 @一汽-大众CC 大众车主		新浪微博	Weibo	Unknown	http://weibo.com/2200379937/AiOQ85fmG	2013-11-15 10:57:00	1	-1	-1	丛小乐nn	微博 weibo.com	NoneCertificated							0	0	0		cee9b6a9c471f369f9db69465c9ce393
新浪微博搜索	@大众中国 4S	#大众汽车召回# 上次召回查询也是不在召回范围,4S店同样通知我召回,上次通过软件升级解决了D2到D3卡顿问题,这次也是查询不在召回范围,搞不好同样也是在召回范围!@大众中国 @一汽-大众 @一汽-大众速腾		新浪微博	Weibo	Unknown	http://weibo.com/1910127021/AiOnLCV8k	2013-11-15 9:47:00	-1	4	-1	空气蜗牛	微博桌面	NoneCertificated							0	0	0		73c2d0e62ac59c05e77b01c4b6911016
新浪微博搜索	@大众中国 4S	请问 1.8T迈腾 召回 是回原4s店 然后换变速箱油吗?@大众中国 @姚都VW		新浪微博	Weibo	Unknown	http://weibo.com/1768108405/AiK8tqHkq	2013-11-14 22:58:00	0	0	0	饭饭翻翻饭	微博 weibo.com	NoneCertificated							0	0	0		58c096e90b8fdf0c742c012ce5579ff5
新浪微博搜索	@大众中国 4S	突然出现这个是什么故障?@大众中国 @一汽大众青岛大栏4S店		新浪微博	Weibo	Unknown	http://weibo.com/2311039883/AhYRZ4Ogz	2013-11-9 22:38:00	0	0	0	冈小薛	Android客户端	NoneCertificated							0	0	0		da62ad8a3893b674785f27c8ab36b5e2
新浪微博搜索	@大众中国 4S	大众的孝感4S店效率真是差.就是要跑长途做个检修而已,从十点等到现在。车现在还没开始动。别的4S店车也不比你们少。我也没等过这么长时间。后来的车都在做了。不知道是找熟人还是掏的钱多。。难道检修是免费的就没人愿意动啦吗?。@大众中国 @大众汽车		新浪微博	Weibo	Unknown	http://weibo.com/1740703460/AhUPUA3ZH	2013-11-9 12:22:00	1	2	-1	丢丢要瘦瘦瘦	Android客户端	NoneCertificated							0	0	0		e4b068ab78b47f086dbaaa9cae8b18f3
新浪微博搜索	@大众中国 4S	@大众中国 请问上海大众4s店购车为什么不能自己上牌,一定要收取1200元的上牌费。 我在:|沪太路辅路		新浪微博	Weibo	Unknown	http://weibo.com/2209774011/AhFPWssKQ	2013-11-7 22:11:00	3	5	-1	彭亮PL先生	iPhone客户端	NoneCertificated							0	0	0		dccd79bdb42f618a8426add9c1056233
新浪微博搜索	@大众中国 4S	近40万的德国进口车,磨合期就开始烧机油,亮灯3次。我说这车有严重毛病,还非得做标定,来来回回市区到你们安亭跑了5、6次都不止。总算承认有问题要换零件,等了几个月还是遥遥无期。问你们有什么赔偿,厂商和4S店来回踢皮球,是不是非得等客户砸车、堵店门口了才行啊@大众中国 @大众进口汽车		新浪微博	Weibo	Unknown	http://weibo.com/2039251413/AgBxOxRca	2013-10-31 21:25:00	-1	2	-1	云卷云舒天秤座	iPhone客户端	NoneCertificated							0	0	0		72436393657240831a9d59f32d7877ac
新浪微博搜索	@大众中国 4S	@大众中国 @一汽-大众高尔夫 @北京上汽首创上海大众4S店 三元桥发现高尔夫7真车,前脸很赞!屁股比较一般		新浪微博	Weibo	Unknown	http://weibo.com/1442414957/AgyVzlD2B	2013-10-31 14:45:00	1	-1	-1	天使G百利	Weico.iPhone	NoneCertificated							0	0	0		ffcc1f2d60f7e2d2909aaf3097dd7f41
新浪微博搜索	@大众中国 4S	#万圣节装扮# 卖萌的外表下,藏着一颗大众心@大众汽车甲壳虫 @大众中国 @大众汽车 @大众自创 @大众公社 @大众进口汽车 @大众汽车俱乐部 @上海汽车博物馆 @上海甲壳虫俱乐部 @上海佰泰进口大众 @上海铂众-进口大众 @上海腾众 @进口大众-上海中进4S店 @进口大众-宁波众通 @进口大众无锡金阊众翔		新浪微博	Weibo	Unknown	http://weibo.com/2810050045/AgyQ21Jr0	2013-10-31 14:32:00	14	-1	-1	HI-BEETLE	微博 weibo.com	NoneCertificated							0	0	0		21209983b992fbdbdbe807cf448e7953
新浪微博搜索	@大众中国 4S	@大众中国@中国消费者维权促进会 @中国消费者报 进口大众高尔夫旅行版,说明书显示1万公里保养,而4s店要求5000公里或者3个月保养,否则保修失效。请问到底属实吗?另外,整车出保后,dsg10年保修政策是否要求整车保养必须在4s店进行?@宁波315 我在:|中山东路		新浪微博	Weibo	Unknown	http://weibo.com/1612456407/AezDGAOA2	2013-10-18 12:53:00	0	0	0	宁波老二	三星Galaxy NOTE III	NoneCertificated							0	0	0		5336a087f5196b3294a55502e147791d
新浪微博搜索	@大众中国 4S	一年的尚酷R 在四环主路上皮带脱轨瞬间熄火,得亏当时车不多,刹车都踩不下去,拖车到4S店被告知发动机顶缸需更换。能告诉我是为什么么?@大众中国		新浪微博	Weibo	Unknown	http://weibo.com/2460446181/AeqdBsHd5	2013-10-17 12:54:00	-1	1	-1	cy-mzax	iPhone客户端	NoneCertificated							0	0	0		b331657e301c0612a38f0cb1928abbdd
新浪微博搜索	@大众中国 4S	爱车小高正常行驶遭遇DSG死亡闪烁。DSG先后在4S做了软件升级,召回更换滑阀箱,现在还出现DSG问题,有点说不过去了,这次下决心去查一下! @大众中国 @大众高尔夫车友网 @大众高尔夫车友汇 @高尔夫六车主联盟 @一汽-大众 @一汽-大众高尔夫		新浪微博	Weibo	Unknown	http://weibo.com/1774995584/Adms6rdNg	2013-10-10 13:29:00	3	5	-1	前端视角	微博 weibo.com	Personal							0	0	0		0289675f7091e51ee0fc390e02f1e1e0
新浪微博搜索	@大众中国 4S	上海大众北京丽泽桥4S店,途观加价5000。询价时我吃惊地反问:“5000?加价”。销售还让我小声一点,像是他们做贼似的。这大众汽车加价违规吗?@上海大众汽车大众品牌 @大众中国 @爱卡汽车 @凤凰汽车 @汽车口碑 @汽车之家 @新浪汽车 @汽车族杂志		新浪微博	Weibo	Unknown	http://weibo.com/1563186390/Ad1mkkxDm	2013-10-8 7:47:00	1	3	-1	mylifebeijing	iPhone客户端	NoneCertificated							0	0	0		83c9f4ff2ed2b8f52207632fa475db9f
新浪微博搜索	@大众中国 4S	(不知谁能看到这微博)最近经常看大众cc1.8T…很想买,看了下论坛…不知道为什么2013款,26万来块钱…还要加价…27,98万…不就是28万?弄下来32万…就不能诚实点报价?非要在4s店或者报价上这样忽悠那样忽悠,我作为顾客,我是这样的心情,不知其他顾客…@大众中国 @上海大众汽车大众品牌 @王枫同学		新浪微博	Weibo	Unknown	http://weibo.com/1892531353/AcXSzFEE8	2013-10-7 22:55:00	-1	1	-1	你好魏琪	iPhone客户端	NoneCertificated							0	0	0		7859bfd7b96c3a55312667df12178c17
新浪微博搜索	@大众中国 4S	为什么大众朗逸汽车的雨刮器和刹车都不好用呢?下雨天,那个雨刮器刮的声音特别刺耳,换过新的,还是不见好转;倒车时,刹车吱嘎作响,更是刺耳,去了4S店,竟然说是通病,没法修,咋办呢?@上海大众汽车大众品牌 @大众中国 @大众汽车		新浪微博	Weibo	Unknown	http://weibo.com/3188250670/Ab3QXoglp	2013-9-25 10:27:00	0	0	0	LDLL	微博 weibo.com	NoneCertificated							0	0	0		4e050cb905f881a1eb04d2ef1e90cbcc
新浪微博搜索	@大众中国 4S	必须维权.德国大众进口原装尚酷轿车大问题小问题各种问题不断出现,卖车的、修车的4S店和大众中国皮球踢得溜溜转,品牌何在?厂商的信誉何在?将顾客放到十八层地狱底下去了吗?@大众汽车尚酷		新浪微博	Weibo	Unknown	http://weibo.com/1661982047/A9SNwF2Qv	2013-9-17 16:28:00	1	8	-1	丫丫小仙	微博 weibo.com	NoneCertificated							0	0	0		32428d312e484a9a18e6748803c8e278
新浪微博搜索	@大众中国 4S	@首汽腾鹏一汽大众4S店 @大众中国 @一汽大众高尔夫 今早八点预约车辆路试,车间主任并不知晓今天有路试车辆!到车间后被告知维修路试人员就一位!中午十二点才能安排!! 你们是当老百姓整天没事儿干么!!连最基本的沟通都不会!!接待索赔的人态度是特么欠丫钱么!态度极其不好!投诉!明年315见!		新浪微博	Weibo	Unknown	http://weibo.com/2743597944/A9nFPfyGH	2013-9-14 9:14:00	6	1	-1	琛晨-fly	iPhone客户端	NoneCertificated							0	0	0		ebec9690f82ed74b1fabcca2210f9cff
新浪微博搜索	@大众中国 4S	一汽大众,我瞎了眼的选择2 9月12日再次致电4s店,说还没货,具体什么时候有也不知道。 当天再次致电一汽大众什么鸟关怀热线,依然回复正在处理中,也无法知道何时有货! @12315网上投诉 @大众汽车 @大众中国 @广州12315 @广州日报 @南方都市报 @一汽大众资讯 @消费者报道 @一汽大众奥迪 @中国消费者报		新浪微博	Weibo	Unknown	http://weibo.com/1954904983/A96h1aaJg	2013-9-12 12:56:00	2	-1	-1	KevinWang王	Android客户端	NoneCertificated							0	0	0		a8a21ef08a026352715d518d3c35481e
新浪微博搜索	@大众中国 4S	小高1.4T+DSG豪华,行驶36000公里。2013年9月10日转弯途中动力丧失,档位闪烁。幸后方车辆躲避即时未造成事故!靠惯性滑到路边停下,熄火重启故障未消除,这就是传说已经的“死亡闪烁”!联系一汽大众拖车至4S,未答复故障原因,叫等待20天!传说中的“神车”变“神马车”@一汽-大众高尔夫 @大众中国		新浪微博	Weibo	Unknown	http://weibo.com/2697812051/A8XqTsz8d	2013-9-11 14:26:00	1	3	-1	鑫多多CD	微博 weibo.com	NoneCertificated							0	0	0		0df1f67d7ae65088ff0631ae11e34df7
新浪微博搜索	@大众中国 4S	大众辉腾正常行驶、左侧气帘全部爆出、8月2日投诉 大众中国与4s店 至今没有回应、坚决抵制#大众中国#对待有质量问题的车子态度,真的感受到中国人消费者的无奈@人民网 @媒体小喇叭 @政府微博助理 @中国新闻周刊 @东广新闻台 @南方都市报 @安徽卫视 @头条新闻 @新浪视野 @直通990 @消费直通车@环球时报		新浪微博	Weibo	Unknown	http://weibo.com/3221539931/A8MSUCu1m	2013-9-10 11:35:00	1	-1	-1	无奈的中国消费者	微博 weibo.com	NoneCertificated							0	0	0		1d7c90862137925cb5e37c75e03c673a
新浪微博搜索	@大众中国 4S	厦门大众的4s店态度实在差,进店一句你好都没有,牛逼哄哄,早晚大众会和诺基亚的下场一样的@大众中国		新浪微博	Weibo	Unknown	http://weibo.com/1638098635/A8yqUaW9f	2013-9-8 22:47:00	-1	8	-1	发财发财了	三星Galaxy SIII	NoneCertificated							0	0	0		6da9e13ffe4f78da67a3015c3f63826d
新浪微博搜索	@大众中国 4S	北京一汽大众联拓通达4s店以差充好!劣质配件!今天下午我去联拓保险理赔车尾灯!更换后居然发现做工极其劣质!很像二手维修过的!请大家再去他家修车的时候一定要小心!@VWPark大众公园 @演员孙海英 @大众中国 @霸气的北京小妞 @陈震同学 @新浪汽车 @-阿速- @颜宇鹏新车评 @汽车之家 @胖哥杨力		新浪微博	Weibo	Unknown	http://weibo.com/1877593421/A71FmEbh0	2013-8-29 21:32:00	20	1	-1	没能说的秘密	iPhone客户端	NoneCertificated							0	0	0		1fd7a5d22feb0fdecc5392b81e729423
新浪微博搜索	@大众中国 4S	在某东风日产4S店客服区看到的下图,DSG真是躺着也中枪!@东风日产成都区域 @大众中国		新浪微博	Weibo	Unknown	http://weibo.com/1791155847/A6xBD4w7Z	2013-8-26 17:00:00	109	11	-1	段旭的微博	iPhone客户端	Personal							0	0	0		883dfc158d83231df38fe8537fbee079
